1527699437731,4.303303,4.293461,0.009842,1
1527699437741,4.432430,4.432487,-0.000057,1
1527699437751,4.440575,4.436455,0.004120,1
1527699437762,4.435368,4.431858,0.003510,1
1527699437772,4.439774,4.435596,0.004177,1
1527699437782,4.436913,4.432735,0.004177,1
1527699437792,4.438457,4.433746,0.004711,1
1527699437802,4.437199,4.433498,0.003700,1
1527699437812,4.439182,4.435329,0.003853,1
1527699437822,4.435978,4.432201,0.003777,1
1527699437832,4.438324,4.434395,0.003929,1
1527699437842,4.436493,4.432907,0.003586,1
1527699437853,4.437180,4.432774,0.004406,1
1527699437863,4.437294,4.433327,0.003967,1
1527699437873,4.434509,4.431362,0.003147,1
1527699437883,4.438076,4.433784,0.004292,1
1527699437893,4.435158,4.431038,0.004120,1
1527699437903,4.436264,4.432430,0.003834,1
1527699437913,4.435425,4.431343,0.004082,1
1527699437923,4.436722,4.433155,0.003567,1
1527699437933,4.434414,4.430981,0.003433,1
1527699437944,4.437351,4.433746,0.003605,1
1527699437954,4.433498,4.429874,0.003624,1
1527699437964,4.438000,4.433708,0.004292,1
1527699437974,4.422874,4.420033,0.002842,1
1527699437984,4.438171,4.434013,0.004158,1
1527699437994,4.433670,4.430084,0.003586,1
1527699438004,4.437866,4.433651,0.004215,1
1527699438014,4.431705,4.429073,0.002632,1
1527699438024,4.437618,4.433975,0.003643,1
1527699438034,4.430695,4.427643,0.003052,1
1527699438044,4.437504,4.433270,0.004234,1
1527699438054,4.431591,4.428177,0.003414,1
1527699438064,4.437866,4.433174,0.004692,1
1527699438074,4.430237,4.427891,0.002346,1
1527699438084,4.436970,4.432755,0.004215,1
1527699438094,4.432125,4.428692,0.003433,1
1527699438104,4.436836,4.433270,0.003567,1
1527699438114,4.430218,4.427891,0.002327,1
1527699438124,4.438553,4.434948,0.003605,1
1527699438134,4.432888,4.429340,0.003548,1
1527699438144,4.436817,4.432526,0.004292,1
1527699438154,4.430904,4.427872,0.003033,1
1527699438164,4.438343,4.433746,0.004597,1
1527699438175,4.429379,4.427032,0.002346,1
1527699438185,4.434776,4.430313,0.004463,1
1527699438195,4.428177,4.425201,0.002975,1
1527699438205,4.438667,4.433403,0.005264,1
1527699438215,4.426956,4.424438,0.002518,1
1527699438225,4.438381,4.433804,0.004578,1
1527699438235,4.428406,4.425125,0.003281,1
1527699438245,4.438782,4.434052,0.004730,1
1527699438255,4.427471,4.424706,0.002766,1
1527699438266,4.439011,4.434929,0.004082,1
1527699438276,4.426975,4.423904,0.003071,1
1527699438286,4.434471,4.429703,0.004768,1
1527699438296,4.421730,4.418564,0.003166,1
1527699438306,4.436722,4.432678,0.004044,1
1527699438316,4.422359,4.419804,0.002556,1
1527699438326,4.435825,4.431267,0.004559,1
1527699438336,4.422131,4.417820,0.004311,1
1527699438346,4.436722,4.431381,0.005341,1
1527699438357,4.421406,4.417763,0.003643,1
1527699438367,4.441738,4.437599,0.004139,1
1527699438377,4.425907,4.423752,0.002155,1
1527699438387,4.442997,4.438057,0.004940,1
1527699438397,4.426003,4.423809,0.002193,1
1527699438407,4.441624,4.436989,0.004635,1
1527699438417,4.425507,4.423561,0.001945,1
1527699438427,4.442482,4.438972,0.003510,1
1527699438437,4.424839,4.423199,0.001640,1
1527699438447,4.443340,4.438705,0.004635,1
1527699438457,4.425621,4.423809,0.001812,1
1527699438467,4.441509,4.437008,0.004501,1
1527699438477,4.425564,4.423180,0.002384,1
1527699438487,4.354076,4.352512,0.001564,1
1527699438497,4.421062,4.417305,0.003757,1
1527699438507,4.436665,4.432392,0.004272,1
1527699438517,4.420910,4.417343,0.003567,1
1527699438527,4.438553,4.433670,0.004883,1
1527699438537,4.420147,4.416771,0.003376,1
1527699438547,4.436760,4.431782,0.004978,1
1527699438557,4.420853,4.417286,0.003567,1
1527699438567,4.280643,4.274960,0.005684,1
1527699438577,4.425449,4.423027,0.002422,1
1527699438588,4.443569,4.439049,0.004520,1
1527699438598,4.425201,4.423447,0.001755,1
1527699438608,4.443645,4.438572,0.005074,1
1527699438618,4.425449,4.422836,0.002613,1
1527699438628,4.445457,4.441795,0.003662,1
1527699438638,4.425125,4.423351,0.001774,1
1527699438648,4.443359,4.439621,0.003738,1
1527699438658,4.425125,4.423428,0.001698,1
1527699438668,4.445038,4.441395,0.003643,1
1527699438679,4.424229,4.422035,0.002193,1
1527699438689,4.444447,4.438248,0.006199,1
1527699438699,4.423637,4.421864,0.001774,1
1527699438709,4.445152,4.441910,0.003242,1
1527699438719,4.423752,4.422417,0.001335,1
1527699438729,4.445095,4.442024,0.003071,1
1527699438739,4.423599,4.422150,0.001450,1
1527699438749,4.444885,4.441586,0.003300,1
1527699438759,4.423218,4.421101,0.002117,1
1527699438770,4.443722,4.439564,0.004158,1
1527699438780,4.423885,4.422493,0.001392,1
1527699438790,4.442539,4.437237,0.005302,1
1527699438800,4.424400,4.422569,0.001831,1
1527699438810,4.441357,4.437294,0.004063,1
1527699438820,4.424286,4.422302,0.001984,1
1527699438830,4.442902,4.438839,0.004063,1
1527699438840,4.424610,4.420547,0.004063,1
1527699438850,4.441757,4.437294,0.004463,1
1527699438861,4.418316,4.415092,0.003223,1
1527699438871,4.440117,4.435310,0.004807,1
1527699438881,4.429340,4.426689,0.002651,1
1527699438891,4.436893,4.432945,0.003948,1
1527699438901,4.429893,4.427357,0.002537,1
1527699438911,4.439850,4.435120,0.004730,1
1527699438921,4.290199,4.269829,0.020370,1
1527699438931,4.437714,4.433403,0.004311,1
1527699438941,4.430847,4.427910,0.002937,1
1527699438951,4.375286,4.371777,0.003510,1
1527699438961,4.427433,4.425526,0.001907,1
1527699438971,4.438820,4.434757,0.004063,1
1527699438981,4.429493,4.426308,0.003185,1
1527699438991,4.436588,4.432411,0.004177,1
1527699439001,4.426556,4.424801,0.001755,1
1527699439011,4.437943,4.433861,0.004082,1
1527699439021,4.371395,4.357224,0.014172,1
1527699439031,4.437599,4.432907,0.004692,1
1527699439041,4.432011,4.428272,0.003738,1
1527699439051,4.439716,4.434814,0.004902,1
1527699439061,4.429035,4.426517,0.002518,1
1527699439071,4.437733,4.432869,0.004864,1
1527699439081,4.428959,4.425812,0.003147,1
1527699439092,4.437237,4.433002,0.004234,1
1527699439102,4.430542,4.427929,0.002613,1
1527699439112,4.435539,4.432049,0.003490,1
1527699439122,4.278278,4.275723,0.002556,1
1527699439132,4.428806,4.426117,0.002689,1
1527699439142,4.426403,4.423923,0.002480,1
1527699439152,4.429970,4.427681,0.002289,1
1527699439162,4.425735,4.423656,0.002079,1
1527699439172,4.437008,4.433460,0.003548,1
1527699439183,4.435730,4.432240,0.003490,1
1527699439193,4.438438,4.435196,0.003242,1
1527699439203,4.441242,4.437675,0.003567,1
1527699439213,4.423733,4.421043,0.002689,1
1527699439223,4.405899,4.402370,0.003529,1
1527699439233,4.433537,4.429588,0.003948,1
1527699439243,4.433422,4.429398,0.004025,1
1527699439253,4.431915,4.428349,0.003567,1
1527699439263,4.433403,4.429932,0.003471,1
1527699439274,4.430084,4.427433,0.002651,1
1527699439284,4.434223,4.430466,0.003757,1
1527699439294,4.428825,4.426193,0.002632,1
1527699439304,4.419594,4.416351,0.003242,1
1527699439314,4.391918,4.380951,0.010967,1
1527699439324,4.383106,4.379635,0.003471,1
1527699439334,4.425411,4.422283,0.003128,1
1527699439344,4.430084,4.426918,0.003166,1
1527699439354,4.425182,4.422035,0.003147,1
1527699439364,4.430046,4.427414,0.002632,1
1527699439374,4.424648,4.422131,0.002518,1
1527699439384,4.429626,4.426384,0.003242,1
1527699439394,4.424915,4.422321,0.002594,1
1527699439404,4.435825,4.431839,0.003986,1
1527699439414,4.431229,4.428482,0.002747,1
1527699439424,4.359989,4.357529,0.002460,1
1527699439434,4.431763,4.427853,0.003910,1
1527699439444,4.436626,4.431992,0.004635,1
1527699439454,4.429131,4.426823,0.002308,1
1527699439464,4.392891,4.390030,0.002861,1
1527699439474,4.429359,4.427223,0.002136,1
1527699439484,4.435673,4.432430,0.003242,1
1527699439494,4.429188,4.426918,0.002270,1
1527699439505,4.437008,4.432621,0.004387,1
1527699439515,4.428482,4.426765,0.001717,1
1527699439525,4.421673,4.418678,0.002995,1
1527699439535,4.427032,4.426079,0.000954,1
1527699439545,4.438000,4.434071,0.003929,1
1527699439555,4.428482,4.426613,0.001869,1
1527699439565,4.437428,4.433994,0.003433,1
1527699439575,4.426842,4.421520,0.005322,1
1527699439585,4.436703,4.432697,0.004005,1
1527699439595,4.427433,4.425793,0.001640,1
1527699439605,4.437160,4.433594,0.003567,1
1527699439615,4.421616,4.420509,0.001106,1
1527699439625,4.423828,4.420776,0.003052,1
1527699439635,4.428139,4.426270,0.001869,1
1527699439645,4.436855,4.433231,0.003624,1
1527699439655,4.426308,4.425163,0.001144,1
1527699439665,4.437389,4.433823,0.003567,1
1527699439676,4.425392,4.424419,0.000973,1
1527699439686,4.438229,4.434280,0.003948,1
1527699439696,4.425354,4.422836,0.002518,1
1527699439706,4.438438,4.434586,0.003853,1
1527699439716,4.063206,4.046116,0.017090,1
1527699439726,4.047298,4.026794,0.020504,1
1527699439736,4.048042,4.028988,0.019054,1
1527699439746,4.019642,3.995800,0.023842,1
1527699439756,3.913212,3.888187,0.025024,1
1527699439766,4.031353,4.008274,0.023079,1
1527699439776,4.175224,4.160118,0.015106,1
1527699439786,4.495831,4.498310,-0.002480,1
1527699439796,4.483643,4.480934,0.002708,1
1527699439806,4.111748,4.089890,0.021858,1
1527699439817,4.088650,4.066696,0.021954,1
1527699439827,4.090710,4.068108,0.022602,1
1527699439837,4.094467,4.074326,0.020142,1
1527699439847,4.116402,4.094315,0.022087,1
1527699439857,4.191189,4.182701,0.008488,1
1527699439867,4.504185,4.501171,0.003014,1
1527699439877,4.486217,4.483147,0.003071,1
1527699439887,4.499168,4.496422,0.002747,1
1527699439897,4.369087,4.345951,0.023136,1
1527699439908,4.201851,4.185810,0.016041,1
1527699439918,4.155617,4.136944,0.018673,1
1527699439928,4.493656,4.489899,0.003757,1
1527699439938,4.490223,4.487629,0.002594,1
1527699439948,4.482574,4.478836,0.003738,1
1527699439958,4.484673,4.482288,0.002384,1
1527699439968,4.497776,4.494610,0.003166,1
1527699439978,4.159088,4.142017,0.017071,1
1527699439988,4.158592,4.138336,0.020256,1
1527699439998,4.190197,4.174347,0.015850,1
1527699440008,4.172096,4.152603,0.019493,1
1527699440018,4.174042,4.155712,0.018330,1
1527699440028,4.198132,4.180031,0.018101,1
1527699440038,4.189472,4.174900,0.014572,1
1527699440049,4.207916,4.190407,0.017509,1
1527699440059,4.205112,4.188900,0.016212,1
1527699440069,4.210052,4.191799,0.018253,1
1527699440079,4.177971,4.160843,0.017128,1
1527699440089,4.206142,4.187679,0.018463,1
1527699440099,4.188251,4.170990,0.017262,1
1527699440109,4.200382,4.182034,0.018349,1
1527699440119,4.187984,4.170685,0.017300,1
1527699440129,4.176350,4.157085,0.019264,1
1527699440139,4.161625,4.144230,0.017395,1
1527699440149,4.176769,4.158134,0.018635,1
1527699440159,4.168358,4.149933,0.018425,1
1527699440169,4.159069,4.138927,0.020142,1
1527699440179,4.178238,4.161148,0.017090,1
1527699440190,4.187374,4.168816,0.018559,1
1527699440200,4.123039,4.105053,0.017986,1
1527699440210,4.111977,4.089203,0.022774,1
1527699440220,4.100189,4.080696,0.019493,1
1527699440231,4.156780,4.140320,0.016460,1
1527699440241,4.018192,3.993187,0.025005,1
1527699440251,4.193592,4.177608,0.015984,1
1527699440261,4.198647,4.181881,0.016766,1
1527699440271,4.171906,4.154015,0.017891,1
1527699440281,4.164677,4.147186,0.017490,1
1527699440291,4.215450,4.197559,0.017891,1
1527699440301,4.191189,4.174175,0.017014,1
1527699440311,4.197044,4.179707,0.017338,1
1527699440321,4.180737,4.163647,0.017090,0
1527699440331,4.192333,4.173145,0.019188,0
1527699440341,4.182949,4.166489,0.016460,0
1527699440351,4.365997,4.361343,0.004654,0
1527699440361,4.489880,4.486656,0.003223,0
1527699440372,4.496651,4.494705,0.001945,0
1527699440382,4.193878,4.175987,0.017891,0
1527699440392,4.174595,4.155598,0.018997,0
1527699440402,4.145851,4.128246,0.017605,0
1527699440412,4.168530,4.150848,0.017681,0
1527699440422,4.178658,4.160023,0.018635,1
1527699440432,4.218884,4.203186,0.015697,1
1527699440442,4.188881,4.173965,0.014915,1
1527699440452,4.179993,4.162521,0.017471,1
1527699440462,4.183083,4.166756,0.016327,1
1527699440472,4.182224,4.163857,0.018368,1
1527699440482,4.170685,4.151936,0.018749,1
1527699440492,4.164543,4.146957,0.017586,1
1527699440502,4.184952,4.168987,0.015965,1
1527699440513,4.198799,4.181728,0.017071,1
1527699440523,4.351082,4.341202,0.009880,0
1527699440533,4.499111,4.496899,0.002213,0
1527699440543,4.499760,4.498329,0.001431,0
1527699440553,4.492092,4.489288,0.002804,0
1527699440563,4.493160,4.490032,0.003128,0
1527699440573,4.493656,4.491348,0.002308,0
1527699440583,4.493980,4.491577,0.002403,0
1527699440593,4.492588,4.489689,0.002899,0
1527699440604,4.495411,4.493217,0.002193,0
1527699440614,4.491634,4.488640,0.002995,0
1527699440624,4.400711,4.399014,0.001698,1
1527699440634,4.435768,4.433594,0.002174,1
1527699440644,4.464569,4.461765,0.002804,1
1527699440654,4.444828,4.432087,0.012741,1
1527699440664,4.468002,4.457703,0.010300,1
1527699440674,4.485092,4.477673,0.007420,1
1527699440684,4.502697,4.500008,0.002689,1
1527699440694,4.496479,4.494781,0.001698,1
1527699440704,4.501438,4.499550,0.001888,1
1527699440714,4.492397,4.489746,0.002651,1
1527699440724,4.495735,4.493160,0.002575,0
1527699440734,4.491653,4.488068,0.003586,0
1527699440744,4.463959,4.462090,0.001869,0
1527699440754,4.497261,4.495907,0.001354,0
1527699440764,4.243298,4.225674,0.017624,0
1527699440774,4.036713,4.016113,0.020599,0
1527699440784,4.024868,3.999863,0.025005,0
1527699440794,4.487076,4.483719,0.003357,0
1527699440804,4.492855,4.488850,0.004005,0
1527699440814,4.494514,4.492321,0.002193,0
1527699440824,4.498825,4.497070,0.001755,1
1527699440835,4.409695,4.394970,0.014725,1
1527699440845,4.499626,4.497299,0.002327,1
1527699440855,4.357815,4.353085,0.004730,1
1527699440865,4.498615,4.496307,0.002308,1
1527699440875,4.431896,4.430294,0.001602,1
1527699440885,4.498081,4.495735,0.002346,1
1527699440895,4.175129,4.158401,0.016727,1
1527699440905,4.106388,4.088631,0.017757,1
1527699440915,4.042988,4.020157,0.022831,1
1527699440925,4.123344,4.106007,0.017338,0
1527699440935,4.185677,4.167213,0.018463,0
1527699440945,4.086056,4.059353,0.026703,0
1527699440955,4.054489,4.029999,0.024490,0
1527699440965,4.034538,4.008961,0.025578,0
1527699440976,4.185200,4.169006,0.016193,0
1527699440986,4.421597,4.419346,0.002251,0
1527699440996,4.491558,4.488792,0.002766,0
1527699441006,4.502754,4.501057,0.001698,0
1527699441016,4.485950,4.483166,0.002785,0
1527699441026,4.497414,4.494495,0.002918,1
1527699441036,4.486427,4.483204,0.003223,1
1527699441046,4.497890,4.495316,0.002575,1
1527699441056,4.480209,4.478703,0.001507,1
1527699441067,4.427242,4.411507,0.015736,1
1527699441077,4.495087,4.493809,0.001278,1
1527699441087,4.102840,4.077721,0.025120,1
1527699441097,4.035549,4.011993,0.023556,1
1527699441107,4.186974,4.168434,0.018539,1
1527699441117,4.076214,4.051857,0.024357,1
1527699441127,4.076271,4.050102,0.026169,0
1527699441137,4.022236,3.998241,0.023994,0
1527699441147,4.308395,4.304295,0.004101,0
1527699441157,4.493809,4.492912,0.000896,0
1527699441167,4.509068,4.506130,0.002937,0
1527699441177,4.495583,4.494267,0.001316,0
1527699441187,4.505024,4.502087,0.002937,0
1527699441197,4.489536,4.486465,0.003071,0
1527699441208,4.507198,4.503155,0.004044,0
1527699441218,4.490108,4.487000,0.003109,1
1527699441228,4.512730,4.509163,0.003567,1
1527699441238,4.495316,4.494057,0.001259,1
1527699441248,4.149246,4.124832,0.024414,1
1527699441258,4.154606,4.131413,0.023193,1
1527699441268,4.115772,4.088402,0.027370,1
1527699441278,4.023094,3.998718,0.024376,1
1527699441288,4.156399,4.137573,0.018826,1
1527699441298,4.122906,4.105511,0.017395,1
1527699441308,4.069748,4.045010,0.024738,1
1527699441318,4.034443,4.010811,0.023632,0
1527699441328,4.194050,4.176426,0.017624,0
